indice_tiempo,clasificacion_vuelo,pasajeros,asientos,vuelos
2024-01-05,Internacional,39675,47857,243
2024-01-06,Cabotaje,49931,56052,386
2024-01-06,Internacional,41082,50569,259
2024-01-07,Cabotaje,47336,53003,382
2024-01-07,Internacional,39344,47717,236
2024-01-08,Cabotaje,49962,56266,404
2024-01-08,Internacional,37287,44728,230
2024-01-09,Cabotaje,46707,53471,391
2024-01-09,Internacional,36963,44779,229
2024-01-10,Cabotaje,45002,51580,376
2024-01-10,Internacional,36055,43015,217
2024-01-11,Cabotaje,51727,58744,418
2024-01-11,Internacional,40355,47203,239
2024-01-12,Cabotaje,45562,50865,372
2024-01-12,Internacional,39202,46044,237
2024-01-13,Cabotaje,46126,51075,364
2024-01-13,Internacional,43825,51327,259
2024-01-14,Cabotaje,46687,51604,372
2024-01-14,Internacional,41141,47626,245
2024-01-15,Cabotaje,47076,52134,385
2024-01-15,Internacional,41843,48882,245
2024-01-16,Cabotaje,45205,50779,373
2024-01-16,Internacional,38314,44291,224
2024-01-17,Cabotaje,46774,53033,381
2024-01-17,Internacional,37398,44248,224
2024-01-18,Cabotaje,47633,54983,392
2024-01-18,Internacional,41720,48494,246
2024-01-19,Cabotaje,44265,51552,377
2024-01-19,Internacional,40686,47176,240
2024-01-20,Cabotaje,44408,51344,365
2024-01-20,Internacional,44476,52651,267
2024-01-21,Cabotaje,44293,50937,367
2024-01-21,Internacional,43563,49595,249
2024-01-22,Cabotaje,44351,49648,367
2024-01-22,Internacional,42285,49249,246
2024-01-23,Cabotaje,47528,51570,378
2024-01-23,Internacional,45354,50501,252
2024-01-24,Cabotaje,8753,9685,60
2024-01-24,Internacional,4359,5169,23
2024-01-25,Cabotaje,49478,53437,386
2024-01-25,Internacional,50660,56758,268
2024-01-26,Cabotaje,48765,52463,384
2024-01-26,Internacional,45221,50342,251
2024-01-27,Cabotaje,44437,48397,347
2024-01-27,Internacional,47622,53835,271
2024-01-28,Cabotaje,46493,52174,372
2024-01-28,Internacional,43956,49899,251
2024-01-29,Cabotaje,45101,51571,384
2024-01-29,Internacional,40924,47407,236
2024-01-30,Cabotaje,44916,52521,377
2024-01-30,Internacional,41454,48687,244
2024-01-31,Cabotaje,44259,51959,377
2024-01-31,Internacional,39440,45748,229
2024-02-01,Cabotaje,45689,53366,387
2024-02-01,Internacional,39209,45201,229
2024-02-02,Cabotaje,44610,51472,375
2024-02-02,Internacional,39637,46771,237
2024-02-03,Cabotaje,44977,51739,361
2024-02-03,Internacional,44391,51468,262
2024-02-04,Cabotaje,43985,50927,366
2024-02-04,Internacional,42040,48639,246
2024-02-05,Cabotaje,47590,54220,390
2024-02-05,Internacional,39963,47212,235
2024-02-06,Cabotaje,43249,50549,366
2024-02-06,Internacional,39816,47499,239
2024-02-07,Cabotaje,44736,52454,380
2024-02-07,Internacional,39533,47298,238
2024-02-08,Cabotaje,46641,53832,402
2024-02-08,Internacional,39330,46319,231
2024-02-09,Cabotaje,47586,53508,395
2024-02-09,Internacional,42693,49450,247
2024-02-10,Cabotaje,47314,53719,378
2024-02-10,Internacional,46815,55013,276
2024-02-11,Cabotaje,45287,52731,376
2024-02-11,Internacional,43230,51490,257
2024-02-12,Cabotaje,44030,52037,379
2024-02-12,Internacional,37446,44638,222
2024-02-13,Cabotaje,49500,56197,398
2024-02-13,Internacional,38860,45954,234
2024-02-14,Cabotaje,47230,54698,388
2024-02-14,Internacional,41104,47928,240
2024-02-15,Cabotaje,45808,54944,395
2024-02-15,Internacional,39615,46241,233
2024-02-16,Cabotaje,47205,54718,400
2024-02-16,Internacional,38767,45931,228
2024-02-17,Cabotaje,46030,53872,385
2024-02-17,Internacional,44192,51736,258
2024-02-18,Cabotaje,45754,53837,377
2024-02-18,Internacional,42107,48206,238
2024-02-19,Cabotaje,48692,55761,401
2024-02-19,Internacional,40531,46901,233
2024-02-20,Cabotaje,44466,52515,380
2024-02-20,Internacional,37799,45026,225
2024-02-21,Cabotaje,42435,49256,361
2024-02-21,Internacional,36303,44985,224
2024-02-22,Cabotaje,47202,55235,393
2024-02-22,Internacional,39058,47338,235
2024-02-23,Cabotaje,47191,54591,389
2024-02-23,Internacional,38059,47399,238
2024-02-24,Cabotaje,45114,54116,373
2024-02-24,Internacional,39566,48399,245
2024-02-25,Cabotaje,44641,54183,388
2024-02-25,Internacional,36872,44698,225
2024-02-26,Cabotaje,46020,54875,398
2024-02-26,Internacional,38749,46738,230
2024-02-27,Cabotaje,47680,54335,383
2024-02-27,Internacional,38372,45596,227
2024-02-28,Cabotaje,9411,10785,65
2024-02-28,Internacional,4692,5392,22
2024-02-29,Cabotaje,52784,57317,406
2024-02-29,Internacional,45435,52070,256
2024-03-01,Cabotaje,49586,54794,398
2024-03-01,Internacional,44624,49837,250
2024-03-02,Cabotaje,48330,55730,389
2024-03-02,Internacional,43866,50679,251
2024-03-03,Cabotaje,46006,56215,396
2024-03-03,Internacional,40988,48652,245
2024-03-04,Cabotaje,45836,55084,398
2024-03-04,Internacional,36907,43976,218
2024-03-05,Cabotaje,43543,54048,385
2024-03-05,Internacional,34225,41589,209
2024-03-06,Cabotaje,43682,53416,378
2024-03-06,Internacional,34166,42691,216
2024-03-07,Cabotaje,47486,57037,406
2024-03-07,Internacional,33321,42563,215
2024-03-08,Cabotaje,43948,51747,371
2024-03-08,Internacional,38630,47668,242
2024-03-09,Cabotaje,43389,52396,365
2024-03-09,Internacional,36681,44565,225
2024-03-10,Cabotaje,44922,53965,381
2024-03-10,Internacional,39088,46696,237
2024-03-11,Cabotaje,44604,52577,389
2024-03-11,Internacional,33430,40733,208
2024-03-12,Cabotaje,32706,38698,290
2024-03-12,Internacional,30040,37673,186
2024-03-13,Cabotaje,45829,52246,378
2024-03-13,Internacional,32791,40897,206
2024-03-14,Cabotaje,45090,52282,377
2024-03-14,Internacional,32476,40801,206
2024-03-15,Cabotaje,47523,54789,397
2024-03-15,Internacional,37700,45205,234
2024-03-16,Cabotaje,43675,52240,359
2024-03-16,Internacional,39680,48053,238
2024-03-17,Cabotaje,45103,54274,381
2024-03-17,Internacional,37822,45649,234
2024-03-18,Cabotaje,45268,54750,393
2024-03-18,Internacional,33553,39878,201
2024-03-19,Cabotaje,42614,52045,371
2024-03-19,Internacional,33107,40554,201
2024-03-20,Cabotaje,35279,41497,306
2024-03-20,Internacional,32820,41679,201
2024-03-21,Cabotaje,50818,57638,416
2024-03-21,Internacional,35879,42167,213
2024-03-22,Cabotaje,43175,50187,368
2024-03-22,Internacional,37201,44063,221
2024-03-23,Cabotaje,43000,51421,361
2024-03-23,Internacional,38741,46595,232
2024-03-24,Cabotaje,44779,53804,379
2024-03-24,Internacional,38557,46434,232
2024-03-25,Cabotaje,44059,52962,377
2024-03-25,Internacional,33077,40279,201
2024-03-26,Cabotaje,44536,52196,376
2024-03-26,Internacional,34117,40473,200
2024-03-27,Cabotaje,46332,52433,386
2024-03-27,Internacional,37188,43539,216
2024-03-28,Cabotaje,49464,56024,413
2024-03-28,Internacional,36875,42717,208
2024-03-29,Cabotaje,44656,52229,373
2024-03-29,Internacional,36011,42981,219
2024-03-30,Cabotaje,42421,51296,351
2024-03-30,Internacional,33402,41738,211
2024-03-31,Cabotaje,43003,53664,382
2024-03-31,Internacional,36118,43408,224
2024-04-01,Cabotaje,47690,57237,405
2024-04-01,Internacional,38393,44363,226
2024-04-02,Cabotaje,48693,57298,401
2024-04-02,Internacional,32436,37266,191
2024-04-03,Cabotaje,44152,53907,379
2024-04-03,Internacional,32850,39371,199
2024-04-04,Cabotaje,43134,54671,385
2024-04-04,Internacional,31525,39828,198
2024-04-05,Cabotaje,41789,53112,375
2024-04-05,Internacional,33465,41572,213
2024-04-06,Cabotaje,39930,50796,354
2024-04-06,Internacional,35652,44381,221
2024-04-07,Cabotaje,42679,55074,384
2024-04-07,Internacional,34196,41228,213
2024-04-08,Cabotaje,41675,51005,366
2024-04-08,Internacional,35362,42042,211
2024-04-09,Cabotaje,35712,43880,303
2024-04-09,Internacional,27316,33322,170
2024-04-10,Cabotaje,35899,43027,306
2024-04-10,Internacional,31552,39945,199
2024-04-11,Cabotaje,39267,47745,335
2024-04-11,Internacional,31757,39789,199
2024-04-12,Cabotaje,38187,46495,325
2024-04-12,Internacional,33745,41348,208
2024-04-13,Cabotaje,37950,46318,308
2024-04-13,Internacional,34764,43019,211
2024-04-14,Cabotaje,40076,48584,336
2024-04-14,Internacional,34019,42167,216
2024-04-15,Cabotaje,40848,49283,359
2024-04-15,Internacional,33587,41229,206
2024-04-16,Cabotaje,38029,46158,326
2024-04-16,Internacional,28646,36460,176
2024-04-17,Cabotaje,36868,43858,304
2024-04-17,Internacional,27786,35493,179
2024-04-18,Cabotaje,38545,45947,320
2024-04-18,Internacional,31521,39479,194
2024-04-19,Cabotaje,39790,46932,335
2024-04-19,Internacional,31451,38825,200
2024-04-20,Cabotaje,37858,45790,298
2024-04-20,Internacional,35049,43048,210
2024-04-21,Cabotaje,39281,46778,326
2024-04-21,Internacional,32265,40346,205
2024-04-22,Cabotaje,39214,46162,325
2024-04-22,Internacional,33470,41571,206
2024-04-23,Cabotaje,35668,41180,295
2024-04-23,Internacional,28120,36011,177
2024-04-24,Cabotaje,37382,43872,301
2024-04-24,Internacional,29149,37442,185
2024-04-25,Cabotaje,36931,42708,310
2024-04-25,Internacional,31228,39035,194
2024-04-26,Cabotaje,38481,44269,314
2024-04-26,Internacional,33371,40822,202
2024-04-27,Cabotaje,36849,42682,285
2024-04-27,Internacional,33855,40429,198
2024-04-28,Cabotaje,39720,47554,331
2024-04-28,Internacional,33467,41649,211
2024-04-29,Cabotaje,36697,44019,318
2024-04-29,Internacional,31083,39851,195
2024-04-30,Cabotaje,34888,42868,296
2024-04-30,Internacional,28815,36179,174
2024-05-01,Cabotaje,34324,42990,295
2024-05-01,Internacional,31764,38325,190
2024-05-02,Cabotaje,31409,39038,276
2024-05-02,Internacional,31586,40709,202
2024-05-03,Cabotaje,35711,44205,304
2024-05-03,Internacional,30203,39921,202
2024-05-04,Cabotaje,32940,41753,273
2024-05-04,Internacional,34031,44022,212
2024-05-05,Cabotaje,37087,43707,304
2024-05-05,Internacional,32443,39916,205
2024-05-06,Cabotaje,35806,44109,307
2024-05-06,Internacional,31719,40089,200
2024-05-07,Cabotaje,33511,39907,267
2024-05-07,Internacional,28215,36234,177
2024-05-08,Cabotaje,38265,42747,296
2024-05-08,Internacional,32904,40034,197
2024-05-09,Cabotaje,6649,9361,55
2024-05-09,Internacional,2616,3310,15
2024-05-10,Cabotaje,43443,48855,332
2024-05-10,Internacional,37420,45400,228
2024-05-11,Cabotaje,34907,41640,276
2024-05-11,Internacional,34299,40527,195
2024-05-12,Cabotaje,36012,44894,309
2024-05-12,Internacional,31584,40037,206
2024-05-13,Cabotaje,36420,45457,321
2024-05-13,Internacional,31809,40111,199
2024-05-14,Cabotaje,31674,38320,266
2024-05-14,Internacional,27269,35632,174
2024-05-15,Cabotaje,34135,40024,277
2024-05-15,Internacional,28921,36784,183
2024-05-16,Cabotaje,35584,41679,294
2024-05-16,Internacional,32454,39731,197
2024-05-17,Cabotaje,36171,42611,303
2024-05-17,Internacional,30887,37658,192
2024-05-18,Cabotaje,32270,39733,270
2024-05-18,Internacional,33591,40469,196
2024-05-19,Cabotaje,35915,43075,304
2024-05-19,Internacional,32579,39545,201
2024-05-20,Cabotaje,37338,45877,315
2024-05-20,Internacional,33647,39847,199
2024-05-21,Cabotaje,33048,40404,277
2024-05-21,Internacional,26695,33066,163
2024-05-22,Cabotaje,34416,41701,288
2024-05-22,Internacional,29671,37339,185
2024-05-23,Cabotaje,35810,43679,299
2024-05-23,Internacional,30830,38766,191
2024-05-24,Cabotaje,36663,44648,309
2024-05-24,Internacional,31057,38607,193
2024-05-25,Cabotaje,32779,40279,266
2024-05-25,Internacional,33152,41325,197
2024-05-26,Cabotaje,34611,43060,296
2024-05-26,Internacional,33540,41044,207
2024-05-27,Cabotaje,36414,44545,312
2024-05-27,Internacional,31212,37975,189
2024-05-28,Cabotaje,30354,36997,253
2024-05-28,Internacional,28591,34802,169
2024-05-29,Cabotaje,32885,39010,276
2024-05-29,Internacional,31378,38979,188
2024-05-30,Cabotaje,33633,40251,290
2024-05-30,Internacional,33202,41134,201
2024-05-31,Cabotaje,33509,39872,287
2024-05-31,Internacional,32803,40326,204
2024-06-01,Cabotaje,30573,38088,255
2024-06-01,Internacional,32935,41405,200
2024-06-02,Cabotaje,35802,45893,321
2024-06-02,Internacional,34502,41943,213
2024-06-03,Cabotaje,35782,46578,330
2024-06-03,Internacional,30564,38077,189
2024-06-04,Cabotaje,30410,39274,287
2024-06-04,Internacional,29901,37425,182
2024-06-05,Cabotaje,32273,40982,289
2024-06-05,Internacional,29799,39807,193
2024-06-06,Cabotaje,35268,45206,314
2024-06-06,Internacional,30139,40252,198
2024-06-07,Cabotaje,36265,44787,316
2024-06-07,Internacional,30168,38447,196
2024-06-08,Cabotaje,31016,39177,263
2024-06-08,Internacional,31396,40826,198
2024-06-09,Cabotaje,36812,45097,310
2024-06-09,Internacional,32590,40455,209
2024-06-10,Cabotaje,35427,43247,316
2024-06-10,Internacional,32374,39797,198
2024-06-11,Cabotaje,33176,39904,273
2024-06-11,Internacional,27462,34783,172
2024-06-12,Cabotaje,33476,40299,292
2024-06-12,Internacional,29912,38889,192
2024-06-13,Cabotaje,38172,44354,305
2024-06-13,Internacional,31639,38817,194
2024-06-14,Cabotaje,41650,49190,350
2024-06-14,Internacional,34076,40722,206
2024-06-15,Cabotaje,38655,46013,310
2024-06-15,Internacional,35848,42525,203
2024-06-16,Cabotaje,37926,46137,322
2024-06-16,Internacional,34289,41160,210
2024-06-17,Cabotaje,40330,48560,350
2024-06-17,Internacional,32502,39567,194
2024-06-18,Cabotaje,33614,41150,289
2024-06-18,Internacional,28363,34912,171
2024-06-19,Cabotaje,36685,44217,317
2024-06-19,Internacional,32617,40067,198
2024-06-20,Cabotaje,41504,48732,344
2024-06-20,Internacional,34990,42569,207
2024-06-21,Cabotaje,36612,44645,327
2024-06-21,Internacional,33087,41502,210
2024-06-22,Cabotaje,38492,44497,296
2024-06-22,Internacional,36085,44358,216
2024-06-23,Cabotaje,45991,51302,357
2024-06-23,Internacional,35490,41103,212
2024-06-24,Cabotaje,40790,46549,343
2024-06-24,Internacional,34589,40710,202
2024-06-25,Cabotaje,34364,38063,270
2024-06-25,Internacional,30811,38031,185
2024-06-26,Cabotaje,35524,40820,289
2024-06-26,Internacional,30749,38499,195
2024-06-27,Cabotaje,38030,43692,308
2024-06-27,Internacional,35324,43738,216
2024-06-28,Cabotaje,37871,43392,315
2024-06-28,Internacional,35297,43280,215
2024-06-29,Cabotaje,34638,40426,274
2024-06-29,Internacional,36040,43777,212
2024-06-30,Cabotaje,39285,46684,329
2024-06-30,Internacional,33596,40764,209
2024-07-01,Cabotaje,37267,45092,332
2024-07-01,Internacional,36111,44931,227
2024-07-02,Cabotaje,36722,44928,319
2024-07-02,Internacional,32637,40964,205
2024-07-03,Cabotaje,37929,45493,326
2024-07-03,Internacional,34555,45545,224
2024-07-04,Cabotaje,39638,46840,333
2024-07-04,Internacional,36186,46182,233
2024-07-05,Cabotaje,44025,51574,371
2024-07-05,Internacional,37753,47534,242
2024-07-06,Cabotaje,45412,53619,374
2024-07-06,Internacional,40983,52043,259
2024-07-07,Cabotaje,44056,52677,369
2024-07-07,Internacional,37645,47710,247
2024-07-08,Cabotaje,43880,53148,375
2024-07-08,Internacional,37385,48355,240
2024-07-09,Cabotaje,43114,51260,357
2024-07-09,Internacional,35086,42577,215
2024-07-10,Cabotaje,44352,52704,364
2024-07-10,Internacional,36307,44581,228
2024-07-11,Cabotaje,46425,54273,388
2024-07-11,Internacional,37700,45674,231
2024-07-12,Cabotaje,47753,56018,391
2024-07-12,Internacional,40711,49171,252
2024-07-13,Cabotaje,47884,56199,384
2024-07-13,Internacional,45361,51948,259
2024-07-14,Cabotaje,48885,57480,403
2024-07-14,Internacional,39853,46719,246
2024-07-15,Cabotaje,49105,57675,415
2024-07-15,Internacional,42471,49741,250
2024-07-16,Cabotaje,45917,54571,385
2024-07-16,Internacional,39384,45400,226
2024-07-17,Cabotaje,45982,54620,380
2024-07-17,Internacional,40687,46892,237
2024-07-18,Cabotaje,48409,55945,399
2024-07-18,Internacional,40334,46324,235
2024-07-19,Cabotaje,47844,55312,398
2024-07-19,Internacional,38168,44900,231
2024-07-20,Cabotaje,50566,57750,392
2024-07-20,Internacional,45066,52482,258
2024-07-21,Cabotaje,51348,58611,398
2024-07-21,Internacional,41157,47782,249
2024-07-22,Cabotaje,49958,57807,409
2024-07-22,Internacional,40073,46525,238
2024-07-23,Cabotaje,44981,52858,371
2024-07-23,Internacional,36294,42320,213
2024-07-24,Cabotaje,45582,52621,373
2024-07-24,Internacional,38123,45650,227
2024-07-25,Cabotaje,48769,56913,398
2024-07-25,Internacional,39310,46815,233
2024-07-26,Cabotaje,49181,57678,406
2024-07-26,Internacional,40516,49047,248
2024-07-27,Cabotaje,48168,56393,386
2024-07-27,Internacional,42530,50817,252
2024-07-28,Cabotaje,48937,57489,397
2024-07-28,Internacional,40859,48789,250
2024-07-29,Cabotaje,46938,57024,411
2024-07-29,Internacional,36807,44788,227
2024-07-30,Cabotaje,42086,51366,365
2024-07-30,Internacional,35746,43894,221
2024-07-31,Cabotaje,35458,41141,280
2024-07-31,Internacional,34660,42322,208
2024-08-01,Cabotaje,48879,56228,397
2024-08-01,Internacional,37508,45512,227
2024-08-02,Cabotaje,46678,55720,391
2024-08-02,Internacional,35439,44149,225
2024-08-03,Cabotaje,43900,52091,347
2024-08-03,Internacional,39673,48918,244
2024-08-04,Cabotaje,45023,54306,378
2024-08-04,Internacional,37031,45803,238
2024-08-05,Cabotaje,45878,55415,393
2024-08-05,Internacional,34948,42287,217
2024-08-06,Cabotaje,40911,49530,347
2024-08-06,Internacional,33717,41464,205
2024-08-07,Cabotaje,42576,51271,358
2024-08-07,Internacional,32305,41197,208
2024-08-08,Cabotaje,44183,51759,361
2024-08-08,Internacional,34156,42189,213
2024-08-09,Cabotaje,46300,54819,382
2024-08-09,Internacional,35693,43932,225
2024-08-10,Cabotaje,44512,53282,358
2024-08-10,Internacional,37461,46571,229
2024-08-11,Cabotaje,43947,51779,361
2024-08-11,Internacional,37482,45865,239
2024-08-12,Cabotaje,44310,53217,380
2024-08-12,Internacional,35936,44615,223
2024-08-13,Cabotaje,39895,47199,334
2024-08-13,Internacional,31969,40146,202
2024-08-14,Cabotaje,41698,48819,347
2024-08-14,Internacional,35197,44262,221
2024-08-15,Cabotaje,43295,49944,353
2024-08-15,Internacional,36343,44291,224
2024-08-16,Cabotaje,45061,52528,379
2024-08-16,Internacional,35063,44380,221
2024-08-17,Cabotaje,44555,52649,360
2024-08-17,Internacional,38077,46514,228
2024-08-18,Cabotaje,43636,52751,369
2024-08-18,Internacional,36497,45794,237
2024-08-19,Cabotaje,42589,51043,361
2024-08-19,Internacional,36949,45065,231
2024-08-20,Cabotaje,43331,51080,358
2024-08-20,Internacional,31878,39301,196
2024-08-21,Cabotaje,42431,50030,349
2024-08-21,Internacional,33109,41180,205
2024-08-22,Cabotaje,44424,51583,367
2024-08-22,Internacional,34527,41929,211
2024-08-23,Cabotaje,46336,54645,383
2024-08-23,Internacional,34734,44086,225
2024-08-24,Cabotaje,43733,52862,355
2024-08-24,Internacional,36092,45758,227
2024-08-25,Cabotaje,44966,54250,374
2024-08-25,Internacional,36351,45647,237
2024-08-26,Cabotaje,44725,54828,391
2024-08-26,Internacional,34735,42892,218
2024-08-27,Cabotaje,39803,48342,339
2024-08-27,Internacional,29322,36565,182
2024-08-28,Cabotaje,41117,49774,345
2024-08-28,Internacional,30716,39583,199
2024-08-29,Cabotaje,44487,52557,364
2024-08-29,Internacional,32926,40869,207
2024-08-30,Cabotaje,40791,48890,350
2024-08-30,Internacional,33342,41521,209
2024-08-31,Cabotaje,42987,50897,354
2024-08-31,Internacional,37161,46887,229
2024-09-01,Cabotaje,42350,49379,345
2024-09-01,Internacional,37320,46544,240
2024-09-02,Cabotaje,40221,47505,354
2024-09-02,Internacional,33717,42909,216
2024-09-03,Cabotaje,39965,46861,336
2024-09-03,Internacional,29777,38098,189
2024-09-04,Cabotaje,42529,49513,345
2024-09-04,Internacional,32532,43679,220
2024-09-05,Cabotaje,43074,48877,352
2024-09-05,Internacional,31529,40514,203
2024-09-06,Cabotaje,30047,33301,224
2024-09-06,Internacional,31635,40876,205
2024-09-07,Cabotaje,51220,55913,381
2024-09-07,Internacional,37252,46541,230
2024-09-08,Cabotaje,46560,52238,366
2024-09-08,Internacional,36488,45946,234
2024-09-09,Cabotaje,43881,52545,369
2024-09-09,Internacional,36301,44907,227
2024-09-10,Cabotaje,39491,46712,330
2024-09-10,Internacional,30226,38715,188
2024-09-11,Cabotaje,43754,50290,353
2024-09-11,Internacional,34720,43920,218
2024-09-12,Cabotaje,44973,49889,353
2024-09-12,Internacional,34797,41706,203
2024-09-13,Cabotaje,34005,38958,276
2024-09-13,Internacional,31787,38339,195
2024-09-14,Cabotaje,29442,31740,201
2024-09-14,Internacional,35922,42584,207
2024-09-15,Cabotaje,47637,51663,367
2024-09-15,Internacional,39108,45723,237
2024-09-16,Cabotaje,46008,50476,364
2024-09-16,Internacional,38159,45131,231
2024-09-17,Cabotaje,41573,46407,333
2024-09-17,Internacional,33739,39599,196
2024-09-18,Cabotaje,43420,49221,350
2024-09-18,Internacional,35210,41724,213
2024-09-19,Cabotaje,40404,48590,352
2024-09-19,Internacional,34696,40420,200
2024-09-20,Cabotaje,46635,53611,381
2024-09-20,Internacional,35652,42157,215
2024-09-21,Cabotaje,44317,51326,355
2024-09-21,Internacional,38522,45349,226
2024-09-22,Cabotaje,44320,50509,362
2024-09-22,Internacional,38802,46302,240
2024-09-23,Cabotaje,43646,50047,366
2024-09-23,Internacional,38211,44288,225
2024-09-24,Cabotaje,41034,46377,332
2024-09-24,Internacional,34538,40358,201
2024-09-25,Cabotaje,44818,51195,366
2024-09-25,Internacional,34744,41733,210
2024-09-26,Cabotaje,45178,51800,375
2024-09-26,Internacional,37236,43537,213
2024-09-27,Cabotaje,44333,51892,367
2024-09-27,Internacional,37155,44205,224
2024-09-28,Cabotaje,43006,50642,351
2024-09-28,Internacional,36693,43903,220
2024-09-29,Cabotaje,44327,53770,374
2024-09-29,Internacional,36236,43374,228
2024-09-30,Cabotaje,43772,52509,373
2024-09-30,Internacional,36721,42941,218
2024-10-01,Cabotaje,41058,49120,347
2024-10-01,Internacional,32986,40145,198
2024-10-02,Cabotaje,40988,49477,349
2024-10-02,Internacional,34095,42138,209
2024-10-03,Cabotaje,44234,52453,369
2024-10-03,Internacional,34635,42822,212
2024-10-04,Cabotaje,44701,52009,376
2024-10-04,Internacional,34367,42181,217
2024-10-05,Cabotaje,42365,49994,340
2024-10-05,Internacional,37176,45053,224
2024-10-06,Cabotaje,44401,52031,360
2024-10-06,Internacional,37820,44873,229
2024-10-07,Cabotaje,46735,54547,385
2024-10-07,Internacional,36554,43894,223
2024-10-08,Cabotaje,44100,51219,361
2024-10-08,Internacional,32839,39248,195
2024-10-09,Cabotaje,45636,52813,379
2024-10-09,Internacional,33861,41282,205
2024-10-10,Cabotaje,51302,57048,401
2024-10-10,Internacional,36449,42478,213
2024-10-11,Cabotaje,48647,55924,391
2024-10-11,Internacional,35324,42249,212
2024-10-12,Cabotaje,44688,52580,353
2024-10-12,Internacional,38217,44821,223
2024-10-13,Cabotaje,49343,55864,380
2024-10-13,Internacional,40187,46475,237
2024-10-14,Cabotaje,47782,53968,381
2024-10-14,Internacional,38707,45214,229
2024-10-15,Cabotaje,43193,49611,350
2024-10-15,Internacional,33006,38490,190
2024-10-16,Cabotaje,43849,50382,355
2024-10-16,Internacional,34856,42409,208
2024-10-17,Cabotaje,46211,54441,374
2024-10-17,Internacional,34600,42224,212
2024-10-18,Cabotaje,45504,53567,375
2024-10-18,Internacional,35778,42982,216
2024-10-19,Cabotaje,44687,52895,359
2024-10-19,Internacional,38268,45260,224
2024-10-20,Cabotaje,44185,52877,362
2024-10-20,Internacional,36250,42759,224
2024-10-21,Cabotaje,47943,56447,404
2024-10-21,Internacional,36334,42680,218
2024-10-22,Cabotaje,42686,49201,349
2024-10-22,Internacional,32409,39304,193
2024-10-23,Cabotaje,45561,52709,370
2024-10-23,Internacional,35150,43169,218
2024-10-24,Cabotaje,45259,51242,352
2024-10-24,Internacional,36360,44741,222
2024-10-25,Cabotaje,47239,52658,374
2024-10-25,Internacional,35981,43257,221
2024-10-26,Cabotaje,44975,52352,361
2024-10-26,Internacional,35671,42867,215
2024-10-27,Cabotaje,48437,56889,389
2024-10-27,Internacional,39004,47158,235
2024-10-28,Cabotaje,47832,54785,386
2024-10-28,Internacional,39871,48407,238
2024-10-29,Cabotaje,44000,48552,340
2024-10-29,Internacional,34216,42052,210
2024-10-30,Cabotaje,14111,17706,115
2024-10-30,Internacional,5882,8040,37
2024-10-31,Cabotaje,50438,55213,386
2024-10-31,Internacional,49841,58389,273
2024-11-01,Cabotaje,51347,57923,403
2024-11-01,Internacional,44264,51392,253
2024-11-02,Cabotaje,45411,53551,372
2024-11-02,Internacional,39759,47137,230
2024-11-03,Cabotaje,47561,54888,374
2024-11-03,Internacional,40320,48707,244
2024-11-04,Cabotaje,43657,50353,362
2024-11-04,Internacional,43539,51773,258
2024-11-05,Cabotaje,43995,50351,355
2024-11-05,Internacional,32934,40933,198
2024-11-06,Cabotaje,40210,45519,333
2024-11-06,Internacional,32214,41368,197
2024-11-07,Cabotaje,49578,56280,390
2024-11-07,Internacional,36534,45855,223
2024-11-08,Cabotaje,52782,61265,433
2024-11-08,Internacional,37048,45909,228
2024-11-09,Cabotaje,46240,55877,381
2024-11-09,Internacional,38597,48034,229
2024-11-10,Cabotaje,48900,57726,395
2024-11-10,Internacional,39868,47874,242
2024-11-11,Cabotaje,50801,60427,426
2024-11-11,Internacional,40288,48460,240
2024-11-12,Cabotaje,47796,57516,397
2024-11-12,Internacional,32060,40123,196
2024-11-13,Cabotaje,45692,54222,383
2024-11-13,Internacional,34377,42857,211
2024-11-14,Cabotaje,52061,60009,412
2024-11-14,Internacional,38829,46792,227
2024-11-15,Cabotaje,52731,61216,423
2024-11-15,Internacional,39959,46528,234
2024-11-16,Cabotaje,49197,57676,388
2024-11-16,Internacional,43521,50876,246
2024-11-17,Cabotaje,49191,59009,398
2024-11-17,Internacional,40240,47122,237
2024-11-18,Cabotaje,52573,61045,435
2024-11-18,Internacional,41330,48221,238
2024-11-19,Cabotaje,49040,56448,394
2024-11-19,Internacional,33169,39411,195
2024-11-20,Cabotaje,48990,56259,398
2024-11-20,Internacional,38283,45544,225
2024-11-21,Cabotaje,49481,56280,386
2024-11-21,Internacional,35447,44038,216
2024-11-22,Cabotaje,50086,57466,402
2024-11-22,Internacional,39782,48758,242
2024-11-23,Cabotaje,46959,54806,372
2024-11-23,Internacional,40282,48280,238
2024-11-24,Cabotaje,48128,55713,378
2024-11-24,Internacional,41883,49588,255
2024-11-25,Cabotaje,51095,59635,414
2024-11-25,Internacional,40298,46678,233
2024-11-26,Cabotaje,43886,50991,356
2024-11-26,Internacional,34779,40756,202
2024-11-27,Cabotaje,43347,48966,343
2024-11-27,Internacional,36466,43488,216
2024-11-28,Cabotaje,47596,53601,371
2024-11-28,Internacional,40666,48318,238
2024-11-29,Cabotaje,51095,56822,397
2024-11-29,Internacional,44073,50866,252
2024-11-30,Cabotaje,49280,58346,395
2024-11-30,Internacional,46579,53445,262
2024-12-01,Cabotaje,46154,54398,375
2024-12-01,Internacional,52454,59179,299
2024-12-02,Cabotaje,53429,63603,447
2024-12-02,Internacional,46587,55147,274
